"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"IC02_01"	"ZB01_CP"	"ZB01x01"	"ZB01x02"	"ZB01x03"	"ZB01x04"	"ZB01x05"	"ZB01x06"	"ZB01x07"	"ZB01x08"	"ZB01x09"	"ZB01x10"	"BE01_01"	"BE02_01"	"BE03_01"	"BE04_01"	"BE05_01"	"BE06_01"	"BE07_01"	"BE08_01"	"BE09_01"	"BE10_01"	"BE11_01"	"BE12_01"	"BE13_01"	"BE14_01"	"BE15_01"	"BE16_01"	"BE17_01"	"BE18_01"	"BE19_01"	"BE20_01"	"BE21_01"	"BE22_01"	"BE23_01"	"BE24_01"	"BE25_01"	"BE26_01"	"BE27_01"	"BE28_01"	"BE29_01"	"BE30_01"	"BE31_01"	"BE32_01"	"BE33_01"	"BE34_01"	"BE35_01"	"BE36_01"	"BE37_01"	"BE38_01"	"BE39_01"	"BE40_01"	"BE41_01"	"BE42_01"	"BE43_01"	"BE44_01"	"BE45_01"	"BE46_01"	"BE47_01"	"BE48_01"	"BE49_01"	"BE50_01"	"BE51_01"	"BE52_01"	"BE53_01"	"BE54_01"	"BE55_01"	"BE56_01"	"BE57_01"	"BE58_01"	"BE59_01"	"BE60_01"	"BE61_01"	"BE62_01"	"BE63_01"	"BE64_01"	"BE65_01"	"BE66_01"	"BE67_01"	"BE68_01"	"BE69_01"	"BE70_01"	"BE71_01"	"BE72_01"	"BE73_01"	"BE74_01"	"BE75_01"	"BE76_01"	"ER01_01"	"ER02_01"	"ER03_01"	"ER04_01"	"ER05_01"	"ER06_01"	"ER07_01"	"ER08_01"	"ER09_01"	"ER10_01"	"ER11_01"	"ER12_01"	"ER13_01"	"ER14_01"	"ER15_01"	"ER16_01"	"ER17_01"	"ER18_01"	"ER19_01"	"ER20_01"	"ER21_01"	"ER22_01"	"ER23_01"	"ER24_01"	"ER25_01"	"ER26_01"	"ER27_01"	"ER28_01"	"ER29_01"	"ER30_01"	"ER31_01"	"ER32_01"	"ER33_01"	"ER34_01"	"ER35_01"	"ER36_01"	"ER37_01"	"ER38_01"	"ER39_01"	"ER40_01"	"ER41_01"	"ER42_01"	"ER43_01"	"ER44_01"	"ER45_01"	"ER46_01"	"ER47_01"	"ER48_01"	"ER49_01"	"ER50_01"	"ER51_01"	"ER52_01"	"ER53_01"	"ER54_01"	"ER55_01"	"ER56_01"	"ER57_01"	"ER58_01"	"ER59_01"	"ER60_01"	"ER61_01"	"ER62_01"	"ER63_01"	"ER64_01"	"ER65_01"	"ER66_01"	"ER67_01"	"ER68_01"	"ER69_01"	"ER70_01"	"ER71_01"	"ER72_01"	"ER73_01"	"ER74_01"	"ER75_01"	"ER76_01"	"GB01_01"	"GB02_01"	"GB03_01"	"GB04_01"	"GB05_01"	"GB06_01"	"GB07_01"	"GB08_01"	"GB09_01"	"GB10_01"	"GB11_01"	"GB12_01"	"GB13_01"	"GB14_01"	"GB15_01"	"GB16_01"	"GB17_01"	"GB18_01"	"GB19_01"	"GB20_01"	"GB21_01"	"GB22_01"	"GB23_01"	"GB24_01"	"GB25_01"	"GB26_01"	"GB27_01"	"GB28_01"	"GB29_01"	"GB30_01"	"GB31_01"	"GB32_01"	"GB33_01"	"GB34_01"	"GB35_01"	"GB36_01"	"GB37_01"	"GB38_01"	"GB39_01"	"GB40_01"	"GB41_01"	"GB42_01"	"GB43_01"	"GB44_01"	"GB45_01"	"GB46_01"	"GB47_01"	"GB48_01"	"GB49_01"	"GB50_01"	"GB51_01"	"GB52_01"	"GB53_01"	"GB54_01"	"GB55_01"	"GB56_01"	"GB57_01"	"GB58_01"	"GB59_01"	"GB60_01"	"GB61_01"	"GB62_01"	"GB63_01"	"GB64_01"	"GB65_01"	"GB66_01"	"GB67_01"	"GB68_01"	"GB69_01"	"GB70_01"	"GB71_01"	"GB72_01"	"GB73_01"	"GB74_01"	"GB75_01"	"GB76_01"	"GO01_01"	"GO02_01"	"GO03_01"	"GO04_01"	"GO05_01"	"GO06_01"	"GO07_01"	"GO08_01"	"GO09_01"	"GO10_01"	"GO11_01"	"GO12_01"	"GO13_01"	"GO14_01"	"GO15_01"	"GO16_01"	"GO17_01"	"GO18_01"	"GO19_01"	"GO20_01"	"GO21_01"	"GO22_01"	"GO23_01"	"GO24_01"	"GO25_01"	"GO26_01"	"GO27_01"	"GO28_01"	"GO29_01"	"GO30_01"	"GO31_01"	"GO32_01"	"GO33_01"	"GO34_01"	"GO35_01"	"GO36_01"	"GO37_01"	"GO38_01"	"GO39_01"	"GO40_01"	"GO41_01"	"GO42_01"	"GO43_01"	"GO44_01"	"GO45_01"	"GO46_01"	"GO47_01"	"GO48_01"	"GO49_01"	"GO50_01"	"GO51_01"	"GO52_01"	"GO53_01"	"GO54_01"	"GO55_01"	"GO56_01"	"GO57_01"	"GO58_01"	"GO59_01"	"GO60_01"	"GO61_01"	"GO62_01"	"GO63_01"	"GO64_01"	"GO65_01"	"GO66_01"	"GO67_01"	"GO68_01"	"GO69_01"	"GO70_01"	"GO71_01"	"GO72_01"	"GO73_01"	"GO74_01"	"GO75_01"	"GO76_01"	"PI01_01"	"PI02_01"	"PI03_01"	"PI04_01"	"PI05_01"	"PI06_01"	"PI07_01"	"PI08_01"	"PI09_01"	"PI10_01"	"PI11_01"	"PI12_01"	"PI13_01"	"PI14_01"	"PI15_01"	"PI16_01"	"PI17_01"	"PI18_01"	"PI19_01"	"PI20_01"	"PI21_01"	"PI22_01"	"PI23_01"	"PI24_01"	"PI25_01"	"PI26_01"	"PI27_01"	"PI28_01"	"PI29_01"	"PI30_01"	"PI31_01"	"PI32_01"	"PI33_01"	"PI34_01"	"PI35_01"	"PI36_01"	"PI37_01"	"PI38_01"	"PI39_01"	"PI40_01"	"PI41_01"	"PI42_01"	"PI43_01"	"PI44_01"	"PI45_01"	"PI46_01"	"PI47_01"	"PI48_01"	"PI49_01"	"PI50_01"	"PI51_01"	"PI52_01"	"PI53_01"	"PI54_01"	"PI55_01"	"PI56_01"	"PI57_01"	"PI58_01"	"PI59_01"	"PI60_01"	"PI61_01"	"PI62_01"	"PI63_01"	"PI64_01"	"PI65_01"	"PI66_01"	"PI67_01"	"PI68_01"	"PI69_01"	"PI70_01"	"PI71_01"	"PI72_01"	"PI73_01"	"PI74_01"	"PI75_01"	"PI76_01"	"DI01_01"	"DI02_01"	"DI03_01"	"DI04_01"	"DI05_01"	"DI06_01"	"DI07_01"	"DI08_01"	"DI09_01"	"DI10_01"	"DI11_01"	"DI12_01"	"DI13_01"	"DI14_01"	"DI15_01"	"DI16_01"	"DI17_01"	"DI18_01"	"DI19_01"	"DI20_01"	"DI21_01"	"DI22_01"	"DI23_01"	"DI24_01"	"DI25_01"	"DI26_01"	"DI27_01"	"DI28_01"	"DI29_01"	"DI30_01"	"DI31_01"	"DI32_01"	"DI33_01"	"DI34_01"	"DI35_01"	"DI36_01"	"DI37_01"	"DI38_01"	"DI39_01"	"DI40_01"	"DI41_01"	"DI42_01"	"DI43_01"	"DI44_01"	"DI45_01"	"DI46_01"	"DI47_01"	"DI48_01"	"DI49_01"	"DI50_01"	"DI51_01"	"DI52_01"	"DI53_01"	"DI54_01"	"DI55_01"	"DI56_01"	"DI57_01"	"DI58_01"	"DI59_01"	"DI60_01"	"DI61_01"	"DI62_01"	"DI63_01"	"DI64_01"	"DI65_01"	"DI66_01"	"DI67_01"	"DI68_01"	"DI69_01"	"DI70_01"	"DI71_01"	"DI72_01"	"DI73_01"	"DI74_01"	"DI75_01"	"DI76_01"	"BA01_01"	"BA02_01"	"BA03_01"	"BA04_01"	"BA05_01"	"BA06_01"	"BA07_01"	"BA08_01"	"BA09_01"	"BA10_01"	"BA11_01"	"BA12_01"	"BA13_01"	"BA14_01"	"BA15_01"	"BA16_01"	"BA17_01"	"BA18_01"	"BA19_01"	"BA20_01"	"BA21_01"	"BA22_01"	"BA23_01"	"BA24_01"	"BA25_01"	"BA26_01"	"BA27_01"	"BA28_01"	"BA29_01"	"BA30_01"	"BA31_01"	"BA32_01"	"BA33_01"	"BA34_01"	"BA35_01"	"BA36_01"	"BA37_01"	"BA38_01"	"BA39_01"	"BA40_01"	"BA41_01"	"BA42_01"	"BA43_01"	"BA44_01"	"BA45_01"	"BA46_01"	"BA47_01"	"BA48_01"	"BA49_01"	"BA50_01"	"BA51_01"	"BA52_01"	"BA53_01"	"BA54_01"	"BA55_01"	"BA56_01"	"BA57_01"	"BA58_01"	"BA59_01"	"BA60_01"	"BA61_01"	"BA62_01"	"BA63_01"	"BA64_01"	"BA65_01"	"BA66_01"	"BA67_01"	"BA68_01"	"BA69_01"	"BA70_01"	"BA71_01"	"BA72_01"	"BA73_01"	"BA74_01"	"BA75_01"	"BA76_01"	"SC01_01"	"SC02_01"	"SC03_01"	"DF01_01"	"DF02"	"DF04"	"DF04_04"	"DF05"	"DF05_02"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
547			"base"	"interview"	2018-04-25 17:10:50	4	21	44	41	58	53	9	74	55	38	32	66									"Es ist eine Person zu sehen, welche mit einem angewinkelten Bein auf dem Boden sitzt. Hinter der Person steht oder fährt ein Auto."																							"Eine Person steht vor zwei großen aufeinandergestapelten Kisten. Die oberste Kiste fällt auf die Person rauf."						"Zwei Personen sind zu sehen. Die linke Person steh an einem Laptop und hebt ein Bein darüber und die rechte Person hält eine Hand an den Kopf und zeigt mit der anderen auf den Laptop."			"Zwei Personen sind zu sehen. Die rechte Person steht aufrecht und hebt einen Arm in die Luft und geht auf die linke Person zu, welche am Boden liegt."			"Zwei Personen sind zu sehen. Die rechte Person steht aufrecht und hält etwas in der Hand, die linke Person liegt auf dem Boden."									"Eine Person rennt von einer Stelle weg, auf der eine Spinne sitzt."		"Eine Person sitzt auf einem Stuhl und kippt mit diesem um."			"Eine Person fällt an einer Treppe hin."								"Eine Person fällt hin und lässt dabei eine Kanne fallen."								"Zwei Personen stehen an einer Haltestelle und reden miteinander, wobei die linke Person die Arme hoch hält."											4																							7						5			2			5									7		7			7								7								4											2																							1						1			5			6									1		1			1								1								2											6																							7						2			6			6									4		7			7								7								2											5																							1						5			5			4									4		1			1								1								6											5																							7						3			6			6									4		7			7								7								2											1																							1						1			2			2									1		1			1								1								1				"Nein, ich habe noch nicht an einer ähnlichen Studie teilgenommen."	"Das Ziel der Studie war vermutlich, die Gründe für ein Eingreifen oder Nicht-Eingreifen von Personen in Notfällen herauszufinden."	20	1	2		1		24	10	10	1093	129	15	36	1317		2018-04-25 17:32:47	T	F	7	7	1	1	0.77	1
549			"base"	"interview"	2018-04-25 17:20:16	4	21	31	73	50	18	35	2	26	63	49	17		"eine Person schießt auf eine andere "															"jemand ist kurz davor eine Kiste auf den Kopf zu bekommen "	"jemanden fallen Pakete beim tragen herunter "								"jemand hatte einen Radunfall und signalisiert dass er Hilfe benötigt "					"Ein Unfall mit Chemikalien "				"jemand wird von einem Kerzenständer beinah erschlagen"														"jemand fällt beinah von einem Schrank "	"jemand ist davor von einem Schrank zu fallen "													"jemand hatte einen Unfall und ist verletzt "										"Person in betender Haltung "					7															7	6								7					6				3														4	7													6										2					7															5	4								1					7				5														3	5													4										3					7															7	3								7					7				7														6	7													7										1					1															3	6								1					3				3														4	1													1										7					1															5	4								4					6				4														6	4													4										1					1															4	4								4					2				4														4	2													4										1				"nein "	"nein "		20	1	2		1		18	19	10	391	30	9	27	504		2018-04-25 17:28:40	T	F	7	7	1	1	1.28	21
550			"base"	"interview"	2018-04-25 17:43:50	4	21	59	51	35	74	24	37	34	69	17	12												"Eine Person wird von einer anderen mit einer Waffe bedroht,"					"Etwas Kistenähnliches fällt auf den Kopf einer Person."							"Eine Person sitzt traurig vor seinem Fahrrad. Es könnte sein, das die Person nicht weiter kann, weil sein Fahrrad defekt ist und er kein Werkzeug dabei hat. Aber es könnte auch sein, das die Person Rast machte um trübsal zu blasen."										"Eine Person hebt vom Boden einige Münzen und Scheine auf. Es scheint so, als ob der Person seine Brieftasche heruntergefallen sei, demnach wäre das Dreieck links neben ihm eben diese Brieftasche."	"Ein Kerzenständer fällt auf eine Person, welche eine Schutzhaltung einnimmt. Es scheint aber durch den gekrümmten Rücken so, als ob die Person das erwartet hat."		"Eine Person trägt 3 Kisten."														"Eine Person erschreckt oder ekelt sich vor einer Spinne, sie nimmt dabei eine Abwehrhaltung ein"								"Eine Person scheint von einer Treppe zu fallen, möglicherweise ausgelöst durch das schwarze Hindernis auf der Treppe"										"Eine Person sitzt einfach nur so da und schaut nach unten. Dies impliziert Trauer."					"Zwei Personen stehen an einer Bushaltestelle. Es ist nicht ersichtlich, ob sie auf einen Bus warten, oder ob die Personen aus einem anderen Grund dort sind. Auf jeden Fall scheint ein Streit zwischen den Personen ausgebrochen zu sein. Die linke Person scheint aufgebracht oder aber sehr euphorisch, je nachdem. Die rechte Person scheint genervt von den Aktionen der linken."														7					7							5										7	7		7														7								7										7					3														5					2							1										1	1		1														1								1										1					1														7					7							4										1	6		1														3								7										5					4														1					1							5										7	2		7														7								5										5					6														4					7							2										1	3		1														2								6										2					1														1					1							2										1	1		1														4								1										5					7			"Einige Situationen waren ähnlich.
Außerdem kann man sich glaube nicht blamieren, wenn man in die letzte Situation eingreift, sondern nur sterben."	"Nein."	"Herauszufinden, woran es liegt, das Menschen entweder Engagement zeigen und wann nicht. Einige interindividuelle Merkmale scheinen da Unterschiede zu machen."	19	2	2		1		10	7	11	710	164	12	24	938		2018-04-25 17:59:28	T	F	7	7	0	0	1	5
553			"base"	"interview"	2018-04-25 18:02:35	4	22	3	20	62	64	33	55	75	8	36	66			"Ein Mann sitzt, am Bein verletzt, vor einem Auto"					"Ein Mensch sitzt verletzt auf den Boden und ein Auto fährt vorbei"												"Ein Mensch fällt vor einen Bus"													"Ein Mensch hat sich an der Hand verletzt"			"Ein Mensch trägt zwei große Kisten übereinander "																			"Ein Mensch kippt mit den Stuhl um "							"Ein Mensch fällt hinunter "		"Ein Mensch ist am Bein verletzt"		"Ein Mensch stolpert und lässt eine Kanne fallen"									"Ein Mensch befindet sich hinter einem Auto"				3					6												6													2			7																			7							2		6		6									1				5					2												1													1			2																			1							5		2		1									3				7					6												7													6			5																			6							6		6		4									5				5					2												2													3			7																			2							6		1		6									7				7					6												4													7			2																			5							2		7		1									3				3					2												1													2			4																			2							4		1		6									4		"Eine Situation wurde doppelt gezeigt"	"Nein"	"Wahrnehmung und Interpretation von Situationen"	22	1	2		1		11	9	10	621	61	14	50	776		2018-04-25 18:15:31	T	F	7	7	0	0	0.98	4
554			"base"	"interview"	2018-04-25 18:04:32	4	22	44	29	28	18	26	38	46	54	65	76																		"Person stolpert und verliert zuvor gestapelte Kisten."								"Person sitzt am Boden und ist anscheinend verletzt. Person scheint Hilfe zurufen oder Aufmerksamkeit zu erregen."		"Person ist vom Fahrrad gefallen, vermutlich verletzt. Denn es ist eine Flüssigkeit (wahrscheinlich Blut) sichtbar."	"Person ist vom Fahrrad gefallen"									"Person demoliert scheinbar Laptop. Andere Person scheint bestürzt darüber."						"Person liegt am Boden, wurde vermutlich von anderer Person verletzt."		"Rechte Person liegt verletzt, blutend am Boden. Andere Person steht neben ihm mit einem Schlagstock oder ähnliches."								"Person flieht vor Spinne."											"Person liegt vermutlich blutend auf dem Boden"											"Person schiebt Auto an."																		7								2		7	7									4						5		7								7											4											7																		4								6		7	7									4						5		7								3											6											1																		3								6		7	7									1						7		7								5											6											1																		6								5		1	1									7						4		1								5											5											4																		7								6		7	7									4						7		7								4											5											7																		1								2		1	1									5						2		1								4											1											1	"Nein "	"Nein "	"Wahrnehmung und Interpretation von Situationen, Hilfsbereitschaft "	19	1	2		1		4	9	14	709	82	11	28	857		2018-04-25 18:18:49	T	F	7	7	0	0	1.17	11
555			"base"	"interview"	2018-04-25 18:11:05	4	22	50	27	5	6	21	73	13	45	68	25					"Mann schiebt das Auto"	"Mann, der um Hilfe ruft"							"Da sind zwei Männer und einer schlägt den anderen"								"Ein Mann, der gefallen ist "				"ein Typ, der einen Fahrradunfall hatte"		"ein Mann, der eine Fahrradverletzung hatte"																		"Da sind zwei Menschen und einer hat gerade den anderen geschlagen"					"fallender Mann"																		"ein Mann, der blutet"					"Seine Sachen sind gefallen"								6	2							7								6				6		6																		7					6																		5					1								2	1							7								1				1		6																		7					6																		2					1								2	2							7								5				6		6																		7					6																		5					2								2	2							1								1				2		3																		1					3																		2					1								6	6							7								6				7		6																		7					4																		7					2								3	3							1								3				1		3																		1					3																		1					1							23	1	2		2	"Türkei "	31	44	8	939	26	34	40	1065		2018-04-25 18:29:47	T	F	7	7	4	3	0.97	19
557			"base"	"interview"	2018-04-25 18:56:25	4	22	31	71	15	72	41	14	19	43	58	67														"Ein Strichmännchen attackiert mit einer Waffe ein anderes Strichmännchen"	"Ein Strichmännchen attackiert mit einem Messer ein anderes Strichmännchen"				"Ein Strichmännchen stolpert über etwas"												"Ein liegendes Strichmännchen hält ein Glas mit giftigem Inhalt in der Hand"										"Ein Strichmännchen lieht am Boden, das andere Strichmännchen steht daneben"		"Ein Strichmännchen liegt blutend am Boden, das andere steht mit Waffe in einer angreifenden Position gegenüber"															"Ein Strichmännchen stürzt die Treppe hinab"									"Ein Strichmännchen liegt und hält etwas in der Hand"				"Ein sitzendes Strichmännchen hebt die Hand"	"Strichmännchen betrachtet eine Uhr"																		6	7				7												2										4		7															7									1				2	3																		7	7				1												6										3		7															1									2				1	1																		7	7				6												6										5		7															7									3				4	1																		2	1				4												3										5		1															1									7				7	2																		6	6				4												2										3		6															6									1				1	1																		5	5				2												5										5		5															2									1				5	1					"Nein."	"Nein."	"Erkenntnisse darüber erlangen, wann Warnschilder alarmierend wirken und welche Abbildungen weniger geeignet sind."	20	1	2		1		3	7	2	437	67	8	19	543		2018-04-25 19:05:28	T	F	7	7	0	0	1.87	65
559			"base"	"interview"	2018-04-25 19:52:57	4	23	76	3	11	16	35	4	64	7	60	55			"Zu sehen ist eine gebeugt am Boden sitzende Person, die sich in der Nähe eines Autos befindet."	"umgedrehtes Auto, fallende Person, Flammen oder ähnliches"			"Man sieht eine am Boden sitzende Person. Im Hintergrund steht ein Auto bzw. es fährt vorbei."				"Abgebildet sind zwei Personen. Die eine hält einen Gegenstand in einer Hand, mit welchem sie scheinbar die andere Person, die die Arme erhoben hat, bedroht oder ähnliches."					"Zu sehen sind zwei Menschen vor einer Bank, wobei die eine die andere entweder zu stützen oder festzuhalten scheint."																			"Die abgebildete Person scheint eine Abwehrhaltung einzunehmen, um den herunterfallenden Kerzenhalter abzuwehren."																				"Eine auf einem Stuhl sitzende Person kippt mit diesem nach hinten um."					"Jemand liegt am Boden. Im Hintergrund fährt ein Auto weg."				"verletzte, am Boden liegende Person"												"Dargestellt ist eine Person, die versucht, ein Auto anzuschieben."			1	2			2				3					1																			2																				6					4				5												5			2	2			1				1					1																			1																				1					1				1												1			6	5			2				5					4																			6																				6					6				6												4			6	3			5				7					7																			3																				3					3				2												3			5	5			1				4					4																			4																				3					6				6												5			4	1			1				1					1																			1																				1					1				1												2		"Nein."		23	1	2		1		8923	13	14	6174	29	16	38	712		2018-04-26 00:06:25	T	F	7	7	3	2	0.87	13
561			"base"	"interview"	2018-04-25 20:15:21	4	22	40	30	70	47	4	10	60	61	27	8				"Jemand hatte einen Autounfall und es brennt. Er kann sich vermutlich nicht/eingeschränkt bewegen"				"Jemand hat eine Beinverletzung, kann vermutlich nicht mehr aufstehen und bittet um Hilfe. Unklar, ob auf Straße oder Gehweg. Ein Auto fährt vorbei"		"Jemand zielt mit einer Waffe auf jemand anderen, hilflosen"																	"Jemand ist vom Fahrrad gestürzt und braucht/bittet um Hilfe beim Aufstehen, hat sich höchstens das Bein gebrochen"			"Jemand steht überrascht vor einem Feuer"										"Jemand liegt verblutend auf dem Boden und ein anderer eilt zur Hilfe/schlägt Alarm"							"Jemand liegt, verwundet, tot oder lebendig, am Boden. Jemand zweites zielt mit einer Pistole. Wer von beiden ist die betroffene Person?"													"Jemand liegt auf dem boden, bewusstlos, tot oder lebendig. Ein Auto fährt vorbei, ohne anzuhalten und zu helfen"	"Jemand liegt auf dem Boden, schwer verletzt und vermutlich bewusstlos/tot. Ein Auto fährt vorbei."									"Jemand hat sich am Bein verletzt, blutet, kann nicht mehr aufstehen und bittet um Hilfe"										5				5		6																	5			5										5							7													6	6									7										4				2		7																	1			5										3							6													2	2									1										7				6		7																	3			7										7							7													7	7									6										1				1		1																	3			1										1							2													2	1									1										5				7		2																	6			5										6							3													7	7									7										4				1		3																	2			2										1							2													1	1									1							"Es gab unterschiedliche Schweregrade (normal, blutend, am Torso oder Kopf blutend) der betroffenen Person. Bei den Waffen gab es Gewehre und Pistolen (unterschied Krieg - persönliche Auseinandersetzung, (bei der man sich vlt. eher fühlt, als würde man gleich selber mit einer Waffe bedroht))
Und verschiedene Figurenkonstellationen"	"nein."	"Einschätzen von Hilfeverhalten bei (un)eindeutig Hilfsbedürftigen bzw. je nach Bekanntheit der Situation (Krieg vs. Autounfall) und Schweregrad der Verletzung o.ä."	19	1	2		1		2	3	19	594	225	12	24	879		2018-04-25 20:30:00	T	F	7	7	0	0	1.48	42
562			"base"	"interview"	2018-04-25 20:18:08	4	23	51	33	75	36	71	48	62	21	29	9									"ein Mensch sitzt vor einem Auto und winkt"												"ein Mensch ist ausgerutscht"								"ein Mensch liegt betrunken neben einem Fahrrad"				"ein Mensch hat Bücher bzw Stifte fallengelassen"			"ein Mensch trägt Kisten"												"ein Mensch bedroht einen anderen mit einer Waffe"			"Mensch sieht Spinne, erschreckt sich vor Spinne"											"ein Mensch liegt auf dem Boden, schwerst betrunken"									"ein Mensch winkt"				"ein Mensch steht an einem Auto und winkt vielleicht nach Hilfe"										7												7								7				5			7												7			3											7									7				1										1												1								1				1			1												7			1											1									1				1										1												7								7				1			4												7			1											6									1				1										7												1								1				5			7												1			7											4									7				7										1												6								4				5			5												5			1											4									1				1										1												1								5				6			7												1			6											1									1				1		"die Figuren haben sich mitunter wiederholt
ich habe oft im Extrem geantwortet (entweder 0 oder 7)"	"nein"	"herauszufinden ob diese Bilder für weitere Studien verwendet werden könnten"	28	2	2		1		3	26	7	350	74	7	10	460		2018-04-25 20:26:05	T	F	7	7	0	0	1.8	47
564			"base"	"interview"	2018-04-25 21:59:34	4	23	70	2	63	13	6	44	69	72	50	65		"Die Person links im Bild liegt verlezt am Boden und blutet. Möglicherweise wurde sie von der Person rechts im Bild angeschossen, da diese aufrechtstehend, ein Gewehr nach vorne gerichtet in den Händen hält."				"Eine Person steht hinter einem wahrscheinlich parkenden Auto und hebt einen Arm in die Höhe. "							"Zwei stehende Personen sind zu sehen. Die Person links scheint möglicherweise von der Person rechts im Bild mit einem Baseball-Schlägerbedroht zu werden und hebt beide Arme in die Höhe."																															"DiePerson links im Bil liegt am Boden, die erson rechts steht und hält einen lange Gegenstand in der Hand. Möglicherweise hat sie damit die andere Person verletzt. "						"Die Person scheint, rücklinks von einem kleinen Beistellschrank zu stürzen."													"Die Person liegt am Boden. Sie liegt auf die Seite gedreht und scheint, verletzt zu sein/ zu bluten. "		"Eine Person liegt auf die Seite gedreht am Boden und scheint, zu bluten/ verletzt zu sein."				"Eine Person sitzt auf dem Boden, sie scheint, traurig oder verletzt zu sein. "	"Die Person sitzt auf dem Boden. Eine Hand hält sie in die Höhe, während sie die andere Hand auf ihr Bein gelegt hat. Sie scheint, verletzt zu sein."		"Es ist kurz vor 10 Uhr, die Person scheint, schockiert darüberzu sein, und hält sich dieHände an den Kopf. "						5				2							5																															5						7													5		5				5	2		7						6				2							6																															5						2													3		2				2	2		1						7				2							6																															6						7													6		6				4	4		2						2				6							3																															3						1													2		2				5	7		6						5				4							7																															6						7													6		6				6	6		2						2				5							3																															3						5													5		4				3	5		7					"Die Situationen sind nicht immer ganz eindeutig dargestellt. Manche Bilder können sowohl negativ als auch neutral bewertet werden. In einigen Situationen ist unklar, ob geholfen oder verletzt wird. 

Die Antwortvorgaben bleiben immer gleich."	"Nein."	"unterschiedliche Interpretationen von Situationen in Abhängigkeit von Vorerfahrungen
Hilfeverhalten in diesem Zusammenhang "	20	1	2		1		31	12	11	1156	245	12	42	1509		2018-04-25 22:24:43	T	F	7	7	0	0	0.68	1
567			"base"	"interview"	2018-04-26 06:26:47	4	23	68	28	37	54	47	40	25	38	45	46																									"Fahrradpause"			"Unfall"									"Paketträger"	"Aggression"		"Unfall"					"Ungleicher Kampf"		"Schießerei"							"Flucht vor der Spinne"														"Trauer"																																	2			7									6	6		5					6	4	1							2														6																																	2			2									2	2		2					3	4	5							2														1																																	1			7									4	6		6					7	6	7							4														1																																	7			1									7	2		2					4	6	2							7														4																																	4			6									2	6		6					7	4	2							2														2																																	1			2									2	2		2					2	2	2							2														1												52	1	3		1		9	9	12	469	12	27	6	529		2018-04-26 06:35:51	T	F	7	7	5	5	1.53	76
570			"base"	"interview"	2018-04-26 08:53:32	4	23	42	1	5	20	49	73	53	58	26	59	"Mensch mit Gewehr, hält das Gewehr in Schießposition vor seinen Körper, vor ihm liegt ein Mensch auf dem Boden"				"Mensch schiebt Auto durch Pfütze"															"Mensch stürzt vor Bus"						"Mensch sitzt vor seinem Fahrrad auf dem Boden und hebt den Arm. Undefinierbarer Schatten bei der Person."																"Ein Mensch liegt in einer Blutlache"							"Mensch stürzt von Komode"				"Mensch rennt vor Spinne weg."					"Mensch fällt eine Treppe runter."	"Mensch stürzt von der Mitte der Treppe über einen Gegenstand auf der Treppe."														"Mensch kniet vor einer Schale. Was macht der da?"				5				6															5						2																4							5				7					7	6														1				4				1															1						2																1							1				1					1	1														1				5				1															7						4																2							7				2					7	7														2				6				7															3						5																2							5				2					1	1														2				2				4															3						4																6							7				5					1	1														1				2				1															1						4																1							1				1					1	1														1				"Nein,
Es wurden immer die selben Fragen gestellt. Dies hat das ausfüllen erleichtert.
Bei manchen Bilder war es schwierig sich festzulegen, welche Situation dargestellt wird. Es hätte etwas schlimmes sein können, aber auch etwas normales. z.B. bei dem Fahrradfahrer auf dem Boden. Der Schatten hätte Blut sein können und er winkt um Hilfe oder es war einfach nur ein Schatten der Person.War kurzweilig."	"Nein"	"Anhand von Bildern Situationen zu erfassen und wie würde ich reagieren bzw, eingreifen
"	51	1	3		1		19	36	12	1115	295	20	72	1329		2018-04-26 09:19:41	T	F	7	7	0	0	0.51	0
